reviewText,Sentiment,AspectTerms
"Wonderful, super fast, lightweight computer",positive,LAPTOP-OPERATION_PERFORMANCE
another satisfied customer.,positive,LAPTOP-GENERAL
The place is so cool and the service is prompt and curtious.,positive,AMBIENCE-GENERAL
"If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.",positive,LAPTOP-MISCELLANEOUS
I also recommend the rice dishes or the different varieties of congee (rice porridge).,positive,FOOD-QUALITY
The Toshiba Satellite has been more than I expected for the price.,neutral,LAPTOP-PRICE
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",positive,FOOD-QUALITY
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,positive,RESTAURANT-MISCELLANEOUS
"And I'm still paying the bloody financing, for a product which didn't last me at least three years !",negative,LAPTOP-QUALITY
A guaranteeed delight!,positive,RESTAURANT-GENERAL
"But if you can't make your product last more than a year, you will not get my business again.",negative,COMPANY-GENERAL
"Pizza is terrific, as is homemade pasta.",positive,FOOD-QUALITY
"I really don't like it, but I am stuck.",negative,LAPTOP-GENERAL
Great find in the West Village!,positive,RESTAURANT-GENERAL
Supper east to use.,positive,LAPTOP-USABILITY
This was a great surprise.,positive,RESTAURANT-GENERAL
Amazing!,positive,FOOD-QUALITY
As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,positive,LAPTOP-MISCELLANEOUS
10,positive,RESTAURANT-GENERAL
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,negative,LAPTOP-PRICE
"This is an over-sized, 18-inch laptop.",negative,LAPTOP-DESIGN_FEATURES
"It powers on/off very quickly, and it loads up automatically.",positive,LAPTOP-OPERATION_PERFORMANCE
Try the lobster teriyaki and the rose special roll.,positive,FOOD-QUALITY
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive,FOOD-QUALITY
"The food is good, especially their more basic dishes, and the drinks are delicious.",positive,DRINKS-QUALITY
I was there on sat. for my birthday and we had an excellent time.,positive,RESTAURANT-GENERAL
The touch pad is among the best.,positive,MOUSE-GENERAL
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",neutral,LOCATION-GENERAL
CRASHED only 2 days from getting it!!!!,negative,LAPTOP-QUALITY
I really liked this place.,positive,RESTAURANT-GENERAL
"It is easy to use, good quality and good price.",positive,LAPTOP-USABILITY
Excellent food for great prices,positive,FOOD-PRICES
its very fast and very light.,positive,LAPTOP-DESIGN_FEATURES
May be better for the occasional web surfer.,neutral,LAPTOP-MISCELLANEOUS
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",positive,LAPTOP-DESIGN_FEATURES
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,negative,HARD_DISC-QUALITY
Excellent product for the money.,neutral,LAPTOP-PRICE
Raymond the bartender rocks!,positive,SERVICE-GENERAL
I dislike the quality and the placement of the speakers.,negative,MULTIMEDIA_DEVICES-DESIGN_FEATURES
I really loved the different and inovated touch that's the cheff gives to the food.,positive,FOOD-STYLE_OPTIONS
Haven't quite figured out how to make the font size larger overall.,neutral,DISPLAY-USABILITY
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",positive,AMBIENCE-GENERAL
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",negative,MEMORY-DESIGN_FEATURES
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",positive,OS-OPERATION_PERFORMANCE
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",positive,FOOD-QUALITY
I went there for lunch and it was not as good as I expected from the reviews I read.,negative,FOOD-QUALITY
"A few tips: skip the turnip cake, roast pork buns and egg custards.",negative,FOOD-QUALITY
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative,FOOD-QUALITY
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",negative,LAPTOP-GENERAL
"I'm an amature, so this does more than I can handle.",positive,LAPTOP-GENERAL
"No hardware issues, as is common with any Apple product.",positive,COMPANY-GENERAL
"Very dissappointed becase I have had toshibas for years, and never a issue.",negative,LAPTOP-GENERAL
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,negative,MULTIMEDIA_DEVICES-QUALITY
"This things run smoothly for its price, and the battery life seems to go on forever.",neutral,LAPTOP-PRICE
Remind me of home.,positive,RESTAURANT-MISCELLANEOUS
It's a nice place to relax and have conversation.,positive,AMBIENCE-GENERAL
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",neutral,AMBIENCE-GENERAL
It is expensive but well worth the money.,negative,RESTAURANT-PRICES
"Service here was great, food was fantastic.",positive,FOOD-QUALITY
"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there.",positive,OS-GENERAL
"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",positive,LAPTOP-USABILITY
"Also, I have no regrets about going with the 8GB RAM because its super fast.",positive,LAPTOP-OPERATION_PERFORMANCE
No I am generous calling it slow.,negative,LAPTOP-OPERATION_PERFORMANCE
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,positive,FOOD-QUALITY
Fish is so very fresh.,positive,FOOD-QUALITY
Food is great.,positive,FOOD-QUALITY
"Otherwise, I love it!",positive,LAPTOP-GENERAL
It was totally overpriced- fish and chips was about $15....,negative,FOOD-PRICES
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,positive,SERVICE-GENERAL
It's color is even cool.,positive,LAPTOP-DESIGN_FEATURES
I got the blue screen of death the first month I got it.,negative,LAPTOP-QUALITY
"Cute place, nice wait staff but would never go there again.",positive,AMBIENCE-GENERAL
The plastic materials are rather cheap.,negative,LAPTOP-QUALITY
Their pad penang is delicious and everything else is fantastic.,positive,FOOD-QUALITY
I loved everythig about it-especially the shows and actors.,positive,AMBIENCE-GENERAL
"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",positive,DISPLAY-DESIGN_FEATURES
This has got to be one of the most overrated restaurants in Brooklyn.,negative,RESTAURANT-GENERAL
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,negative,FOOD-QUALITY
Dealing with HP support is a ridiculous and painful experience.,negative,SUPPORT-QUALITY
This laptop serves all my needs.,positive,LAPTOP-GENERAL
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",positive,LAPTOP-USABILITY
We paid and left because we didn't feel like arguing any more.,negative,SERVICE-GENERAL
Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.,positive,MEMORY-DESIGN_FEATURES
"whoever the jazz duo was, they were on POINT.",positive,AMBIENCE-GENERAL
I would buy one of these for every person in my office if I could.,positive,LAPTOP-GENERAL
It was not responsive at all to touch.,negative,MOUSE-OPERATION_PERFORMANCE
Even my Indian friend couldn't believe how good and tasty everything was.,positive,FOOD-QUALITY
I'm not even going to bother to describe it; it speaks for itself.,positive,FOOD-QUALITY
"The image is great, and the soud is excelent.",positive,MULTIMEDIA_DEVICES-QUALITY
"If I had to buy another computer, I would most definetly buy an acer one computer.",positive,COMPANY-GENERAL
super fast processor and really nice graphics card..,positive,GRAPHICS-GENERAL
works good but doesn't seem like it's made sturdy.,negative,LAPTOP-QUALITY
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",positive,DISPLAY-GENERAL
This computer is really fast and I'm shocked as to how easy it is to get used to...,positive,LAPTOP-OPERATION_PERFORMANCE
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",positive,LAPTOP-OPERATION_PERFORMANCE
(Always ask the bartender for the SEASONAL beer!!!,positive,DRINKS-QUALITY
"Unless you plan on using a mouse with this laptop, don't buy this.",negative,MOUSE-GENERAL
It is very well built.,positive,LAPTOP-QUALITY
"Great food, great decor, great service.",positive,FOOD-QUALITY
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",positive,LAPTOP-OPERATION_PERFORMANCE
WONDERFUL machine;,positive,LAPTOP-GENERAL
The sashimi is always fresh and the rolls are innovative and delicious.,positive,FOOD-STYLE_OPTIONS
Ive had to call tech support many times.,negative,LAPTOP-QUALITY
All of the pizzas are terrific and the price is even better!,positive,FOOD-QUALITY
"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",negative,SUPPORT-QUALITY
"I've owned this labtop for less then two months, already the mouse button has broke.",negative,MOUSE-QUALITY
Great bagels made the old-fashioned way.,positive,FOOD-QUALITY
"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.",positive,LAPTOP-GENERAL
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",neutral,SERVICE-GENERAL
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",positive,AMBIENCE-GENERAL
"Delicate spices, onions, eggs and a kick-ass roti.",positive,FOOD-QUALITY
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",negative,SERVICE-GENERAL
it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,positive,LAPTOP-GENERAL
"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",negative,SUPPORT-QUALITY
The first fell apart right after the 1-year-warranty.,negative,LAPTOP-QUALITY
So I decide to report back to the waitress because it was completely inedible.,negative,FOOD-QUALITY
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",positive,DRINKS-QUALITY
sometimes i get good food and ok service.,positive,FOOD-QUALITY
It does not keep internet signals no matter where you bring it.,negative,LAPTOP-CONNECTIVITY
The pizza is yummy and I like the atmoshpere.,positive,AMBIENCE-GENERAL
"I got the $10 10-piece dim sum combo, every bite of which was great.",positive,FOOD-QUALITY
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",negative,SERVICE-GENERAL
I would highly recommend.,positive,RESTAURANT-GENERAL
The problem I had with this unit was unresolvable.,negative,LAPTOP-GENERAL
Even the sound is fantastic,positive,MULTIMEDIA_DEVICES-QUALITY
Wifi card not working right out of the box.,negative,HARDWARE-QUALITY
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",positive,FOOD-QUALITY
awesome price for a laptop that lasts more than 8 hours without recharging!,positive,BATTERY-OPERATION_PERFORMANCE
"I wish I could like this place more, and I wish someone would retrain the staff.",negative,RESTAURANT-GENERAL
The laptop was very easy to set up.,positive,LAPTOP-USABILITY
"Great product, very easy to use and great graphics.",positive,LAPTOP-USABILITY
All my devices work flawlessly.,positive,LAPTOP-USABILITY
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",positive,FOOD-QUALITY
Had some trouble finding a case that it would fit in.,negative,LAPTOP-DESIGN_FEATURES
"The entree was bland and small, dessert was not inspired.",negative,FOOD-QUALITY
Small and light weight.,positive,LAPTOP-DESIGN_FEATURES
"Excellent performance, especially given its price point.",positive,LAPTOP-PRICE
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",positive,FOOD-QUALITY
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,negative,FOOD-STYLE_OPTIONS
"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",negative,FOOD-QUALITY
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,positive,FOOD-PRICES
The only fallback on this restaurant is the prices.,negative,RESTAURANT-PRICES
I've had my fair share of modern Japanese and this spot delivers.,positive,FOOD-QUALITY
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",negative,SERVICE-GENERAL
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,negative,LAPTOP-QUALITY
The stuff tilapia was horrid...tasted like cardboard.,negative,FOOD-QUALITY
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,positive,SERVICE-GENERAL
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,positive,LAPTOP-GENERAL
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",positive,SERVICE-GENERAL
"The food arrived 20 minutes after I called, cold and soggy.",negative,SERVICE-GENERAL
This little netboook is helping me get work done!,positive,LAPTOP-GENERAL
"I highly recommend the fish tacos, everything else was ok.",positive,FOOD-QUALITY
I must give it Yon out of Yon stars!,positive,RESTAURANT-GENERAL
Extremely slow.,negative,LAPTOP-OPERATION_PERFORMANCE
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",negative,FOOD-STYLE_OPTIONS
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,positive,KEYBOARD-DESIGN_FEATURES
The unibody design is edgy and durable.,positive,LAPTOP-DESIGN_FEATURES
I'm pleased.,positive,LAPTOP-GENERAL
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",positive,KEYBOARD-USABILITY
"good music, great food, speedy service affordable prices.",positive,RESTAURANT-PRICES
Does what I need it to do and the price was right!,positive,LAPTOP-PRICE
It was divine melts in your mouth.,positive,FOOD-QUALITY
I don't think I would go again.,negative,RESTAURANT-GENERAL
Don't waste your money!,negative,LAPTOP-GENERAL
It is slow and complicated and very disappointing,negative,LAPTOP-OPERATION_PERFORMANCE
"Excellent sashimi, and the millennium roll is beyond delicious.",positive,FOOD-QUALITY
Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,negative,LAPTOP-CONNECTIVITY
I would highly recommend this place!,positive,RESTAURANT-GENERAL
"The food was very good, a great deal, and the place its self was great.",positive,FOOD-PRICES
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,positive,FOOD-QUALITY
"We have been to this place many times, and always have great food, wine, and service.",positive,SERVICE-GENERAL
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,positive,RESTAURANT-GENERAL
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",negative,SERVICE-GENERAL
This place has great indian chinese food.,positive,FOOD-QUALITY
The menu has so many fish items and oysters.,positive,FOOD-STYLE_OPTIONS
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,positive,KEYBOARD-USABILITY
The much lauded combined touch pad and clicker is a nightmare.,negative,MOUSE-DESIGN_FEATURES
AMAZING MY FAVORITE!!!,positive,RESTAURANT-GENERAL
i am giviing it four stars instead of five because of no disk drive and the crashing,negative,LAPTOP-DESIGN_FEATURES
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",positive,SERVICE-GENERAL
i can use it for all of my needs.,positive,LAPTOP-GENERAL
Don't expect it to take good pictures or video.,negative,MULTIMEDIA_DEVICES-QUALITY
this laptop is great for work and doing my pictures.,positive,LAPTOP-MISCELLANEOUS
This place would be so much better served by being run by a group that actually understands customer service.,negative,SERVICE-GENERAL
The place's decor and hidden bathrooms made for a good laugh.,positive,AMBIENCE-GENERAL
Fabulous food - if the front of house staff don't put you off –,positive,FOOD-QUALITY
"I love my Apple, it is quick and easy to use.",positive,LAPTOP-USABILITY
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",positive,DRINKS-STYLE_OPTIONS
"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",positive,AMBIENCE-GENERAL
"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",negative,FOOD-STYLE_OPTIONS
"It's like 9 punds, but if you can look past it, it's GREAT!",positive,LAPTOP-GENERAL
THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,neutral,OS-USABILITY
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",positive,LAPTOP-MISCELLANEOUS
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",positive,FOOD-QUALITY
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",negative,LAPTOP-CONNECTIVITY
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",negative,LAPTOP-GENERAL
This laptop is absolutely horrible.,negative,LAPTOP-GENERAL
"They would repair one thing, send it back and it would still have the same problem.",negative,SUPPORT-QUALITY
"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.",negative,MOUSE-OPERATION_PERFORMANCE
I recommend it!,positive,RESTAURANT-GENERAL
Overall good but processing power isn't very good.,negative,CPU-OPERATION_PERFORMANCE
Noodle pudding is exactly the type of service and food I enjoy.,positive,FOOD-QUALITY
It's so bad that I'm thinking I only got half a battery or something.,negative,BATTERY-OPERATION_PERFORMANCE
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",positive,FOOD-QUALITY
Summary: Dont buy HP.,negative,COMPANY-GENERAL
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",positive,LAPTOP-PRICE
Decor is nice though service can be spotty.,positive,AMBIENCE-GENERAL
The prices were CHEAP compared to the quality of service and food.,positive,RESTAURANT-PRICES
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",positive,FOOD-QUALITY
"Their calzones are horrific, bad, vomit-inducing, YUCK.",negative,FOOD-QUALITY
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative,FOOD-QUALITY
I am not ultra tech savvy but I can tell when it works slow!,negative,LAPTOP-OPERATION_PERFORMANCE
"Ok, one light to let you know if the damn thing is on.",negative,LAPTOP-DESIGN_FEATURES
"All in all, it's well worth its price tag.",positive,LAPTOP-PRICE
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,positive,DRINKS-QUALITY
I ate here a week ago and found most dishes average at best and too expensive.,negative,FOOD-PRICES
Open late (well as late as I ever got there and I'm a night person),positive,RESTAURANT-MISCELLANEOUS
Look and feel is good.,positive,LAPTOP-QUALITY
I wasn't disappointed in its performance.,positive,LAPTOP-OPERATION_PERFORMANCE
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",positive,SERVICE-GENERAL
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",negative,RESTAURANT-GENERAL
The owner and staff are all Japanese as well and that adds to the entire ambiance.,positive,AMBIENCE-GENERAL
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,negative,FOOD-QUALITY
My hp G60-244dx died after only 16 months.,negative,LAPTOP-QUALITY
"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.",positive,BATTERY-OPERATION_PERFORMANCE
The food is great and the environment is even better.,positive,FOOD-QUALITY
"Three weeks after I bought the netbook, the screen quit working.",negative,DISPLAY-QUALITY
I love it.,positive,RESTAURANT-GENERAL
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",negative,FOOD-QUALITY
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",positive,AMBIENCE-GENERAL
"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",positive,SERVICE-GENERAL
For the use it was purchased for it is a good Laptop.,positive,LAPTOP-GENERAL
It works fine with our wireless and they've had not problems.,positive,LAPTOP-CONNECTIVITY
"I look forward to years of use, it has held up well over the years and it fits my needs very well.",positive,LAPTOP-QUALITY
And evaluated on those terms Pastis is simply wonderful.,positive,RESTAURANT-GENERAL
Would not buy it again.,negative,LAPTOP-GENERAL
And it is impossible to get them back in.,negative,LAPTOP-QUALITY
My laptop is almost 2yrs old and I have never had any problems with it.,positive,LAPTOP-GENERAL
The food was authentic.,positive,FOOD-QUALITY
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",negative,AMBIENCE-GENERAL
if this computer every breaks down on me i will most definatly get the same one again.,positive,LAPTOP-GENERAL
I cannot be happier with the service or product.,positive,LAPTOP-GENERAL
"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",positive,KEYBOARD-QUALITY
the screen/video resolution won't increase to a higher resolution then 1024 x 60,negative,DISPLAY-QUALITY
The staff was the friendliest that have seen in New York.,positive,SERVICE-GENERAL
This is one of my favorite restaurants and it is not to be missed.,positive,RESTAURANT-GENERAL
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",negative,AMBIENCE-GENERAL
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",negative,FOOD-QUALITY
I am very happy with this laptop.,positive,LAPTOP-GENERAL
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,negative,FOOD-PRICES
The view is breathtaking the service is top notch... the ambiance is wonderfull.,positive,LOCATION-GENERAL
I can't put a protector to make presentation...,negative,LAPTOP-CONNECTIVITY
The service is good and the resturant is clean.,positive,SERVICE-GENERAL
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",negative,RESTAURANT-PRICES
"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",positive,LAPTOP-OPERATION_PERFORMANCE
Service- friendly and attentive.,positive,SERVICE-GENERAL
This dish is my favorite and I always get it when I go there and never get tired of it.,positive,FOOD-QUALITY
"Ambience is delightful, service impeccable.",positive,SERVICE-GENERAL
"Overall, not worth the money.",negative,RESTAURANT-GENERAL
And the Tom Kha soup was pathetic.,negative,FOOD-QUALITY
I bought this laptop because of the performance to price ratio.,positive,LAPTOP-OPERATION_PERFORMANCE
This device serves all modern requirements is a very strong game and is very useful for designers.,positive,LAPTOP-GENERAL
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",negative,AMBIENCE-GENERAL
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive,FOOD-QUALITY
"I would recommend it, for anybody needing a reliable simple laptop.",positive,LAPTOP-QUALITY
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,negative,SERVICE-GENERAL
"The hard drive crashed as well, and I had to buy a new  power cord.",negative,HARD_DISC-QUALITY
very poor quality lap top....,negative,LAPTOP-QUALITY
I am very pleased with my purchase!,positive,LAPTOP-GENERAL
With the theater 2 blocks away we had a delicious meal in a beautiful room.,positive,FOOD-QUALITY
Everything on the menu is great.,positive,FOOD-QUALITY
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",negative,FOOD-QUALITY
Your friends will thank you for introducing them to this gem!,positive,RESTAURANT-GENERAL
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",negative,SERVICE-GENERAL
"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",positive,LAPTOP-PRICE
The sashimi is always fresh and the rolls are innovative and delicious.,positive,FOOD-QUALITY
GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,positive,CPU-OPERATION_PERFORMANCE
The spicy Tuna roll is huge and probably the best that I've had at this price range.,positive,FOOD-QUALITY
"Great service, great food.",positive,FOOD-QUALITY
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",positive,LAPTOP-GENERAL
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,negative,FOOD-QUALITY
The only thing that strikes you is the decor?(not very pleasant).,negative,AMBIENCE-GENERAL
"But, if you are just an average user, it works really great.",positive,LAPTOP-MISCELLANEOUS
Nice view of river and NYC.,positive,LOCATION-GENERAL
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",positive,SUPPORT-QUALITY
WORST PLACE ON SMITH STREET IN BROOKLYN,negative,RESTAURANT-GENERAL
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",positive,DRINKS-STYLE_OPTIONS
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,negative,SUPPORT-PRICE
So far I do not have any trouble with it other than the picture quality is a bit poor.,negative,DISPLAY-QUALITY
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive,SERVICE-GENERAL
LOVE IT LOVE IT LOVE IT!,positive,LAPTOP-GENERAL
The staff there is very attentive and down to earth.,positive,SERVICE-GENERAL
"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",negative,FOOD-QUALITY
"Not much of a selection of bottled beer either, we went with Brahma.",negative,DRINKS-STYLE_OPTIONS
When I saw this I grabbed it.,positive,LAPTOP-GENERAL
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",negative,FOOD-QUALITY
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",positive,LAPTOP-OPERATION_PERFORMANCE
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",positive,RESTAURANT-GENERAL
"lightweight, long battery life, excellent transition from PC;",positive,LAPTOP-MISCELLANEOUS
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",positive,AMBIENCE-GENERAL
Baluchi's has solid food and a nice decor at reasonable prices.,positive,FOOD-QUALITY
works good but doesn't seem like it's made sturdy.,positive,LAPTOP-OPERATION_PERFORMANCE
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",positive,LAPTOP-DESIGN_FEATURES
the drinks are amazing and half off till 8pm.,positive,DRINKS-PRICES
This just keeps having it's hard drive replaced!,negative,HARD_DISC-QUALITY
"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",negative,LAPTOP-OPERATION_PERFORMANCE
I would definitely recommend this!!,positive,LAPTOP-GENERAL
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",negative,LAPTOP-USABILITY
"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",negative,FOOD-QUALITY
I baby my electronics so I know for a fact it was defective and not anything that I did to it.,negative,DISPLAY-QUALITY
"The New Macbook pro working, good user experience, fast speed, faster start up time.",positive,LAPTOP-USABILITY
The computer first started malfunctioning 3 months after purchasing it.,negative,LAPTOP-OPERATION_PERFORMANCE
Also very quick laptop!,positive,LAPTOP-OPERATION_PERFORMANCE
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",neutral,SOFTWARE-DESIGN_FEATURES
The biggest problem I have is the right side and top of the touchpad is unresponsive.,negative,MOUSE-OPERATION_PERFORMANCE
Here the hot dog is elevated to the level of a real entree with numerous variations available.,positive,FOOD-QUALITY
"In the summer months, the back garden area is really nice.",positive,AMBIENCE-GENERAL
